nly used for treating NE in children but is poorly understood by most scholars.,None,"A total of 369 children with NE were randomized to receive either suoquan, desmopressin plus suoquan, desmopressin, or behavioral intervention for 2 months, and the response rates evaluated. Subsequently, the viable demographic factors that could lead to success were investigated on logistic regression analysis. Moreover, after 3 months of follow up, the relapse rate was investigated.","The complete response (CR) rate in the desmopressin plus suoquan group (37.5%) was higher than that in the behavioral intervention group (6.3%, P < 0.007). The desmopressin group had a lower CR rate (22.5%) and a higher non-response rate (25.0%) than the desmopressin plus suoquan group (non-response rate, 21.9%; P > 0.007). The relapse rate in the desmopressin group was significantly higher than that in the desmopressin plus suoquan group (72.2% vs. 30.6%, P < 0.007). On Multivariate analysis, treatment group, NE frequency, and age were independent predictors of CR at 2 months (P < 0.05).","Combined traditional Chinese and Western treatment in children with NE is effective and has a low relapse rate. NE frequency, treatment method, and age are important predictive factors for CR after treatment."
9804,28903949,Intramuscular tendon involvement on MRI has limited value for predicting time to return to play following acute hamstring injury,"van der Made AD, Almusa E, Whiteley R, Hamilton B, Eirale C, van Hellemondt F, Tol JL.",Br J Sports Med. 2018 Jan;52(2):83-88. doi: 10.1136/bjsports-2017-097659. Epub 2017 Sep 13.,van der Made AD,Br J Sports Med,2018,2017/09/15,,,10.1136/bjsports-2017-097659,"Hamstring injury with intramuscular tendon involvement is regarded as a serious injury with a delay in return to play (RTP) of more than 50 days and reinjury rates up to 63%. However, this reputation is based on retrospective case series with high risk of bias.",Determine whether intramuscular tendon involvement is associated with delayed RTP and elevated rates of reinjury.,MRI of male athletes with an acute hamstring injury was obtained within 5 days of injury. Evaluation included standardised MRI scoring and scoring of intramuscular tendon involvement. Time to RTP and reinjury rate were prospectively recorded.,"Out of 70 included participants, intramuscular tendon disruption was present in 29 (41.4%) injuries. Injuries without intramuscular tendon disruption had a mean time to RTP of 22.2±7.4 days. Injuries with <50%, 50%-99% and 100% disruption of tendon cross-sectional area had a mean time to RTP of 24.0±9.7, 25.3±8.6 and 31.6±10.9 days, respectively. Injuries with full-thickness disruption took longer to RTP compared with injuries without disruption (p=0.025). Longitudinal intramuscular tendon disruption was not significantly associated with time to RTP. Waviness was present in 17 (24.3%) injuries. Mean time to RTP for injuries without and with waviness was 22.6±7.5 and 30.2±10.8 days (p=0.014). There were 11 (15.7%) reinjuries within 12 months, five (17.2%) in the group with intramuscular tendon disruption and six (14.6%) in the group without intramuscular tendon disruption.","Time to RTP for injuries with full-thickness disruption of the intramuscular tendon and waviness is significantly longer (by slightly more than 1 week) compared with injuries without intramuscular tendon involvement. However, due to the considerable overlap in time to RTP between groups with and without intramuscular tendon involvement, its clinical significance for the individual athlete is limited."
9805,28899660,Effects of Legal Access to Cannabis on Scheduled II-V Drug Prescriptions,"Stith SS, Vigil JM, Adams IM, Reeve AP.",J Am Med Dir Assoc. 2018 Jan;19(1):59-64.e1. doi: 10.1016/j.jamda.2017.07.017. Epub 2017 Sep 9.,Stith SS,J Am Med Dir Assoc,2018,2017/09/14,,,10.1016/j.jamda.2017.07.017,None,None,None,None,None
9806,28899338,Incidence and severity of postoperative sore throat: a randomized comparison of Glidescope with Macintosh laryngoscope,"Aqil M, Khan MU, Mansoor S, Mansoor S, Khokhar RS, Narejo AS.",BMC Anesthesiol. 2017 Sep 12;17(1):127. doi: 10.1186/s12871-017-0421-4.,Aqil M,BMC Anesthesiol,2017,2017/09/14,PMC5596501,,10.1186/s12871-017-0421-4,Postoperative sore throat (POST) is a common problem following endotracheal (ET) intubation during general anesthesia. The objective was to compare the incidence and severity of POST during routine intubation with Glidescope (GL) and Macintosh laryngoscope (MCL).,None,"One hundred forty adult patients ASA I and II with normal airway, scheduled to undergo elective surgery under GA requiring ET intubation were enrolled in this prospective randomized study and were randomly divided in two groups, GL and MCL. Incidence and severity of POST was evaluated at 0, 6, 12 and 24 h after surgery.","At 0 h, the incidence of POST was more in MCL than GL (n = 41 v.s n = 22, P = 0.001), and also at 6 h after surgery (n = 37 v.s n = 23, P = 0.017). Severity of POST was more at 0, 6 and 12 h after surgery in MCL (P < 0.001, P = 0.001, P = 0.004 respectively).",Routine use of GL for ET tube placement results in reduction in the incidence and severity of POST compared to MCL.
9807,28891912,Postoperative Complications Affecting Survival After Cardiac Arrest in General Surgery Patients,"Kim M, Li G.",Anesth Analg. 2018 Mar;126(3):858-864. doi: 10.1213/ANE.0000000000002460.,Kim M,Anesth Analg,2018,2017/09/12,PMC6378876,NIHMS1007837,10.1213/ANE.0000000000002460,None,None,None,None,None
9808,28890526,Five-Year Clinical Outcomes After Drug-Eluting Stent Implantation Following Rotational Atherectomy for Heavily Calcified Lesions,"Jinnouchi H, Kuramitsu S, Shinozaki T, Hiromasa T, Kobayashi Y, Takeji Y, Miura M, Masuda H, Matsumura Y, Yamaji Y, Sakakura K, Domei T, Soga Y, Hyodo M, Shirai S, Ando K.",Circ J. 2018 Mar 23;82(4):983-991. doi: 10.1253/circj.CJ-17-0564. Epub 2017 Sep 9.,Jinnouchi H,Circ J,2018,2017/09/12,,,10.1253/circj.CJ-17-0564,None,None,None,None,None
9809,28886734,Promoting physical activity in worksite settings: results of a German pilot study of the online intervention Healingo fit,"Dadaczynski K, Schiemann S, Backhaus O.",BMC Public Health. 2017 Sep 8;17(1):696. doi: 10.1186/s12889-017-4697-6.,Dadaczynski K,BMC Public Health,2017,2017/09/10,PMC5591504,,10.1186/s12889-017-4697-6,None,None,None,None,None
9810,28885372,Light therapy for multiple sclerosis-associated fatigue: Study protocol for a randomized controlled trial,"Mateen FJ, Manalo NC, Grundy SJ, Houghton MA, Hotan GC, Erickson H, Videnovic A.",Medicine (Baltimore). 2017 Sep;96(36):e8037. doi: 10.1097/MD.0000000000008037.,Mateen FJ,Medicine (Baltimore),2017,2017/09/09,PMC6392596,,10.1097/MD.0000000000008037,"Fatigue is the most commonly reported symptom among multiple sclerosis (MS) patients, more than a quarter of whom consider fatigue to be their most disabling symptom. However, there are few effective treatment options for fatigue. We aim to investigate whether supplemental exposure to bright white light will reduce MS-associated fatigue.",None,"Eligible participants will have clinically confirmed multiple sclerosis based on the revised McDonald criteria (2010) and a score ≥36 on the Fatigue Severity Scale (FSS). Participants will be randomized 1:1 to bright white light (10,000 lux; active condition) or dim red light (<300 lux; control condition) self-administered for 1 hour twice daily. The study will include a 2-week baseline period, a 4-week treatment period, and a 4-week washout period. Participants will record their sleep duration, exercise, caffeine, and medication intake daily. Participants will record their fatigue using the Visual Analogue Fatigue Scale (VAFS) 4 times every third day, providing snapshots of their fatigue level at different times of day. Participants will self-report their fatigue severity using FSS on 3 separate visits: at baseline (week 0), following completion of the treatment phase (week 6), and at study completion (week 10). The primary outcome will be the change in the average FSS score after light therapy. We will perform an intention-to-treat analysis, comparing the active and control groups to assess the postintervention difference in fatigue levels reported on FSS. Secondary outcome measures include change in global VAFS scores during the light therapy and self-reported quality of life in the Multiple Sclerosis Quality of Life-54.",None,"We present a study design and rationale for randomizing a nonpharmacological intervention for MS-associated fatigue, using bright light therapy. The study limitations relate to the logistical issues of a self-administered intervention requiring frequent participant self-report in a relapsing condition. Ultimately, light therapy for the treatment of MS-associated fatigue may provide a low-cost, noninvasive, self-administered treatment for one of the most prevalent and burdensome symptoms experienced by people with MS."
9811,28884844,An open-label clinical trial assessing the efficacy and safety of Bend Skincare Anti-Aging Formula on minimal erythema dose in skin,"Morse NL, Reid AJ, St-Onge M.",Photodermatol Photoimmunol Photomed. 2018 Mar;34(2):152-161. doi: 10.1111/phpp.12350. Epub 2017 Oct 11.,Morse NL,Photodermatol Photoimmunol Photomed,2018,2017/09/09,,,10.1111/phpp.12350,None,"Sunburn and other health risks associated with excess sun exposure place huge economic burdens on societies, and create discomfort and disease within susceptible individuals. Oral supplements that reduce sunburn may be advantageous. This study evaluated the safety and efficacy of Bend Skincare Anti-Aging Formula to ameliorate sunburn induced with a solar simulator.","Subjects (n = 28) with Fitzpatrick skin phototypes I, II, or III took 4 capsules daily of the supplement providing 1400 mg of eicosapentaenoic acid (EPA) + docosahexaenoic acid (DHA), 120 mg of gamma-linolenic acid (GLA), 5 mg of lutein, 2.5 mg of zeaxanthin, and 1000 IU of vitamin D3 for 8 weeks. Skin on each subject's back was exposed to a progressive sequence of timed ultraviolet (UV) radiation exposure doses at baseline, and after 4- and 8-week treatment to determine their minimal erythema dose (MED). Results were compared before and after treatment using 3 paired t tests and subsequently 3 linear mixed models.","Treatment significantly improved tolerance to UV exposure as evidenced by increased MED at 4 and 8 weeks compared with baseline (P < .001). This protection increased with prolonged use of Bend Skincare Anti-Aging Formula as demonstrated by progressively increased MED between baseline and 4 weeks, and again between 4 and 8 weeks (P < .001). Nearly 86% of patients responded to treatment within 4 weeks and 100% of patients responded by the end of the study, resulting in a 39% mean increase in MED at 4 weeks, and an 84% mean increase in MED at 8 weeks compared with baseline. Treatment was well tolerated with no product associated adverse events (AE) and only a few mild and expected side effects.",Bend Skincare Anti-Aging Formula safely and effectively provides significant skin photoprotection that increases with continued use.
9812,28882396,7-Year follow-up of a lifestyle intervention in overweight children: Comparison to an untreated control group,"Reinehr T, Bucksch J, Müller A, Finne E, Kolip P.",Clin Nutr. 2018 Oct;37(5):1558-1562. doi: 10.1016/j.clnu.2017.08.017. Epub 2017 Aug 24.,Reinehr T,Clin Nutr,2018,2017/09/09,,,10.1016/j.clnu.2017.08.017,None,None,None,None,None
9813,28867601,Hydralazine vs nifedipine for acute hypertensive emergency in pregnancy: a randomized controlled trial,"Sharma C, Soni A, Gupta A, Verma A, Verma S.",Am J Obstet Gynecol. 2017 Dec;217(6):687.e1-687.e6. doi: 10.1016/j.ajog.2017.08.018. Epub 2017 Sep 1.,Sharma C,Am J Obstet Gynecol,2017,2017/09/05,,,10.1016/j.ajog.2017.08.018,None,None,None,None,None
9814,28866959,A comparison of computerized adaptive testing and fixed-length short forms for the Prosthetic Limb Users Survey of Mobility (PLUS-M(TM)),"Amtmann D, Bamer AM, Kim J, Bocell F, Chung H, Park R, Salem R, Hafner BJ.",Prosthet Orthot Int. 2018 Oct;42(5):476-482. doi: 10.1177/0309364617728118. Epub 2017 Sep 2.,Amtmann D,Prosthet Orthot Int,2018,2017/09/05,PMC5832493,NIHMS884025,10.1177/0309364617728118,New health status instruments can be administered by computerized adaptive test or short forms. The Prosthetic Limb Users Survey of Mobility (PLUS-M<sup>TM</sup>) is a self-report measure of mobility for prosthesis users with lower limb loss. This study used the PLUS-M to examine advantages and disadvantages of computerized adaptive test and short forms.,To compare scores obtained from computerized adaptive test to scores obtained from fixed-length short forms (7-item and 12-item) in order to provide guidance to researchers and clinicians on how to select the best form of administration for different uses.,"Cross-sectional, observational study.","Scores and standard errors from the computerized adaptive test, 7-item short form, and 12-item short form were highly correlated and all forms of administration were efficient. Computerized adaptive test required less time to administer than either paper or electronic short forms; however, time savings were minimal compared to the 7-item short form.","Results indicate that the PLUS-M computerized adaptive test is most efficient, and differences in scores between administration methods are minimal. The main advantage of the computerized adaptive test was more reliable scores at higher levels of mobility compared to short forms. Clinical relevance Health-related item banks, like the Prosthetic Limb Users Survey of Mobility (PLUS-M<sup>TM</sup>), can be administered by computerized adaptive testing (CAT) or as fixed-length short forms (SFs). Results of this study will help clinicians and researchers decide whether they should invest in a CAT administration system or whether SFs are more appropriate."
9815,28830536,The preventive effect of the bounding exercise programme on hamstring injuries in amateur soccer players: the design of a randomized controlled trial,"Van de Hoef S, Huisstede BMA, Brink MS, de Vries N, Goedhart EA, Backx FJG.",BMC Musculoskelet Disord. 2017 Aug 22;18(1):355. doi: 10.1186/s12891-017-1716-9.,Van de Hoef S,BMC Musculoskelet Disord,2017,2017/08/24,PMC5567649,,10.1186/s12891-017-1716-9,"Hamstring injuries are the most common muscle injury in amateur and professional soccer. Most hamstring injuries occur in the late swing phase, when the hamstring undergoes a stretch-shortening cycle and the hamstring does a significant amount of eccentric work. The incidence of these injuries has not decreased despite there being effective injury prevention programmes focusing on improving eccentric hamstring strength. As this might be because of poor compliance, a more functional injury prevention exercise programme that focuses on the stretch-shortening cycle might facilitate compliance. In this study, a bounding exercise programme consisting of functional plyometric exercises is being evaluated.",None,"A cluster-randomized controlled trial (RCT). Male amateur soccer teams (players aged 18-45 years) have been randomly allocated to intervention and control groups. Both groups are continuing regular soccer training and the intervention group is additionally performing a 12-week bounding exercise programme (BEP), consisting of a gradual build up and maintenance programme for the entire soccer season. The primary outcome is hamstring injury incidence. Secondary outcome is compliance with the BEP during the soccer season and 3 months thereafter.",None,"Despite effective hamstring injury prevention programmes, the incidence of these injuries remains high in soccer. As poor compliance with these programmes may be an issue, a new plyometric exercise programme may encourage long-term compliance and is expected to enhance sprinting and jumping performance besides preventing hamstring injuries."
9816,28830293,The NARLAL2 dose escalation trial: dosimetric implications of inter-fractional changes in organs at risk,"Hoffmann L, Knap MM, Khalil AA, Lutz CM, Sloth Møller D.",Acta Oncol. 2018 Apr;57(4):473-479. doi: 10.1080/0284186X.2017.1366049. Epub 2017 Aug 23.,Hoffmann L,Acta Oncol,2018,2017/08/24,,,10.1080/0284186X.2017.1366049,"Phase II trials suggested that survival rates for locally advanced lung cancer could be increased by radiotherapy dose escalation. However, results of the phase III RTOG 0617 trial illustrated an imminent risk of treatment-related death. This could be thwarted with strict constraints to organs at risk (OARs) and control of the delivered dose. This study investigates the impact of anatomical changes during radiotherapy on escalated dose distributions used in the Danish NARLAL2 dose escalation trial.",None,"The phase III NARLAL2 trial randomizes patients between a standard and an escalated treatment plan. In the escalated arm, mean doses up to 95 Gy/33 fractions (tumour) and 74 Gy/33 fractions (lymph nodes) are delivered to the most <sup>18</sup>fluorodeoxyglucose-positron emission tomography (18FDG PET) active regions. The dose distributions are limited by strict constraints to OARs. For a group of 27 patients, a surveillance scan (sCT) was acquired at fraction 11. The original-escalated treatment plans were recalculated on the sCTs and the impact of inter-fractional changes evaluated.","A total of 13 patients (48%) had overdosage of least one OAR. Constraints for the oesophagus, trachea and aorta were violated in 26% of the patients. No overdosage was seen for heart or bronchi. For the connective tissue (all tissue in the mediastinum not identified as OAR or tumour) overdosage was seen in 41% of the patients and for the chest wall in 30% of the patients. The main reason for overdosage was tumour shrinkage.","Anatomical changes during radiotherapy caused one or more OAR constraint violations for approximately half of the patient cohort. The main cause was tumour shrinkage. For lung cancer radiotherapy dose escalation trials, we recommend incorporation of adaptive radiotherapy strategies."
9817,28827035,"Results of Use of Tissue-Engineered Autologous Oral Mucosa Graft for Urethral Reconstruction: A Multicenter, Prospective, Observational Trial","Ram-Liebig G, Barbagli G, Heidenreich A, Fahlenkamp D, Romano G, Rebmann U, Standhaft D, van Ahlen H, Schakaki S, Balsmeyer U, Spiegler M, Knispel H.",EBioMedicine. 2017 Sep;23:185-192. doi: 10.1016/j.ebiom.2017.08.014. Epub 2017 Aug 16.,Ram-Liebig G,EBioMedicine,2017,2017/08/23,PMC5605371,,10.1016/j.ebiom.2017.08.014,"Harvest of oral mucosa for urethroplasty due to urethral stricture is associated with donor-site-morbidity. We assessed functionality and safety of an authorized tissue-engineered oral mucosa graft (TEOMG) under routine practice in stricture recurrences of any etiology, location, length and severity (real-world data).",None,"99 patients from eight centers with heterogenous urethroplasty experience levels were included in this prospective, non-interventional observational study. Primary and secondary outcomes were success rate (SR) and safety at 12 and 24months.","All but one patient had ≥1, 77.1% (64 of 83)≥2 and 31.3% (26 of 83)≥4 previous surgical treatments. Pre- and postoperative mean±SD peak flow rate (Qmax) were 8.3±4.7mL/s (n=57) and 25.4±14.7mL/s (n=51). SR was 67.3% (95% CI 57.6-77.0) at 12 and 58.2% (95% CI 47.7-68.7) at 24months (conservative Kaplan Meier assessment). SR ranged between 85.7% and 0% in case of high and low surgical experience. Simple proportions of 12-month and 24-month SR for evaluable patients in all centers were 70.8% (46 of 65) and 76.9% (30 of 39). Except for one patient, no oral adverse event was reported.",TEOMG is safe and efficient in urethroplasty.
9818,28826168,Effects of functional resistance training on fitness and quality of life in females with chronic nonspecific low-back pain,"Cortell-Tormo JM, Sánchez PT, Chulvi-Medrano I, Tortosa-Martínez J, Manchado-López C, Llana-Belloch S, Pérez-Soriano P.",J Back Musculoskelet Rehabil. 2018 Feb 6;31(1):95-105. doi: 10.3233/BMR-169684.,Cortell-Tormo JM,J Back Musculoskelet Rehabil,2018,2017/08/23,,,10.3233/BMR-169684,Exercise is important as adjuvant in the chronic low back pain (CLBP) treatment. Functional training could involve benefits for low back pain (LBP) patients.,"To evaluate the effects of a 12-week period of functional resistance training on health-related quality of life (HRQOL), disability, body pain, and physical fitness in CLBP females.","Nineteen females CLBP were recruited according to Paris Task Force on Back Pain criteria. Participants were randomly assigned to an exercise group (EG); and a control group (CG). Subjects were tested at baseline and at week 12 after 24 sessions, 2 days per week. Body pain was assessed using visual analog scale (VAS), disability with Oswestry Disability Index (ODI) and HRQOL with Short Form 36 questionnaire. Physical fitness was measured using: flamingo test, back endurance test, side bridge test, abdominal curl-up tests, and 60-s squat test.","EG showed significant improvements in physical function (10%; p< 0.05), body pain (42%; p< 0.05), vitality (31%; p< 0.05), physical component scale (15%; p< 0.05), VAS (62.5%; p< 0.01), ODI (61.3%; p< 0.05), balance (58%; p< 0.05), curl-up (83%; p< 0.01), squat (22%; p< 0.01), static back (67%; p< 0.01), and side bridge (56%; p< 0.01).","Periodized functional resistance training decreased pain and disability and improved HRQOL, balance and physical fitness in females with CLBP, and can thus be used safely in this population."
9819,28817194,Prediction and prognosis of ventricular tachycardia recurrence after catheter ablation with remote magnetic navigation for electrical storm in patients with ischemic cardiomyopathy,"Jin Q, Jacobsen PK, Pehrson S, Chen X.",Clin Cardiol. 2017 Nov;40(11):1083-1089. doi: 10.1002/clc.22773. Epub 2017 Aug 17.,Jin Q,Clin Cardiol,2017,2017/08/18,PMC6490313,,10.1002/clc.22773,Ventricular tachycardia (VT) recurrence after catheter ablation for electrical storm is commonly seen in patients with ischemic cardiomyopathy (ICM).,We hypothesized that VT recurrence can be predicted and be related to the all-cause death after VT storm ablation guided by remote magnetic navigation (RMN) in patients with ICM.,"A total of 54 ICM patients (87% male; mean age, 65 ± 7.1 years) presenting with VT storm undergoing acute ablation using RMN were enrolled. Acute complete ablation success was defined as noninducibility of any sustained monomorphic VT at the end of the procedure. Early VT recurrence was defined as the occurrence of sustained VT within 1 month after the first ablation.","After a mean follow-up of 17.1 months, 27 patients (50%) had freedom from VT recurrence. Sustained VT recurred in 12 patients (22%) within 1 month following the first ablation. In univariate analysis, VT recurrence was associated with incomplete procedural success (hazard ratio [HR]: 6.25, 95% confidence interval [CI]: 1.20-32.47, P = 0.029), lack of amiodarone usage before ablation (HR: 4.71, 95% CI: 1.12-19.7, P = 0.034), and a longer procedural time (HR: 1.023, 95% CI: 1.00-1.05, P = 0.05). The mortality of patients with early VT recurrence was higher than that of patients without recurrence (P < 0.01).",Inducibility of any VT at the end of procedure for VT storm guided by RMN is the strongest predictor of VT recurrence. ICM patients who have early recurrences after VT storm ablation are at high risk of all-cause death.
9820,28815342,Development of a Novel Detachable Magnetic Nerve Stimulator for Intraoperative Neuromonitoring,"Sung ES, Lee JC, Shin SC, Choi SW, Jung DW, Lee BJ.",World J Surg. 2018 Jan;42(1):137-142. doi: 10.1007/s00268-017-4159-4.,Sung ES,World J Surg,2018,2017/08/18,,,10.1007/s00268-017-4159-4,None,None,None,None,None
9821,28806385,A Naturalistic Comparison of Methylphenidate and Risperidone Monotherapy in Drug-Naive Youth With Attention-Deficit/Hyperactivity Disorder Comorbid With Oppositional Defiant Disorder and Aggression,"Masi G, Manfredi A, Nieri G, Muratori P, Pfanner C, Milone A.",J Clin Psychopharmacol. 2017 Oct;37(5):590-594. doi: 10.1097/JCP.0000000000000747.,Masi G,J Clin Psychopharmacol,2017,2017/08/15,,,10.1097/JCP.0000000000000747,None,"Attention-deficit/hyperactivity disorder (ADHD) and oppositional defiant disorder (ODD) are frequently co-occurring in youth, but data about the pharmacological management of this comorbidity are scarce, especially when impulsive aggression is prominent. Although stimulants are the first-line medication for ADHD, second-generation antipsychotics, namely, risperidone, are frequently used. We aimed to assess effectiveness and safety of monotherapy with the stimulant methylphenidate (MPH) and risperidone in a consecutive sample of 40 drug-naive male youths diagnosed as having ADHD-combined presentation, comorbid with ODD and aggression, without psychiatric comorbidities, according to the Diagnostic and Statistical Manual of Mental Disorders, Fifth Edition criteria and a structured clinical interview (Schedule for Affective Disorders and Schizophrenia for School-Age Children-Present and Lifetime Version).","Twenty males treated with MPH (mean age, 8.95 ± 1.67 years) and 20 males treated with risperidone (mean age, 9.35 ± 2.72 years), followed up to 6 months, were assessed according to efficacy measures (Child Behavior Checklist [CBCL], Clinical Global Impression-Severity [CGI-S] and Improvement [CGI-I], Children Global Assessment Scale), and safety measures. At the end of the follow-up, both medications were similarly effective based on CBCL subscales of aggression and rule-breaking behaviors, on Diagnostic and Statistical Manual of Mental Disorders-oriented oppositional defiant problems and conduct problems, and on CGI-S, CGI-I, and Children Global Assessment Scale, but only MPH was effective on CBCL attention problems and attention-deficit/hyperactivity problems. Risperidone was associated with weight gain and elevated prolactin levels.",None,None
9822,28801746,Laparoscopic Nissen Fundoplication Plus Mid-gastric Plication for Treatment of Obese Patients with Gastroesophageal Reflux Disease,"Talha A, Ibrahim M.",Obes Surg. 2018 Feb;28(2):437-443. doi: 10.1007/s11695-017-2862-8.,Talha A,Obes Surg,2018,2017/08/13,,,10.1007/s11695-017-2862-8,None,None,None,None,None
9823,28796885,Photodynamic therapy is more effective than imiquimod for actinic keratosis in organ transplant recipients: a randomized intraindividual controlled trial,"Togsverd-Bo K, Halldin C, Sandberg C, Gonzalez H, Wennberg AM, Sørensen SS, Wulf HC, Haedersdal M.",Br J Dermatol. 2018 Apr;178(4):903-909. doi: 10.1111/bjd.15884. Epub 2018 Feb 5.,Togsverd-Bo K,Br J Dermatol,2018,2017/08/11,,,10.1111/bjd.15884,None,None,None,None,None
9824,28786865,Thiopurines Dosed to a Therapeutic 6-Thioguanine Level in Combination with Adalimumab Are More Effective Than Subtherapeutic Thiopurine-based Combination Therapy or Adalimumab Monotherapy During Induction and Maintenance in Patients with Long-standing Crohn's Disease,"Kariyawasam VC, Ward MG, Blaker PA, Patel KV, Goel R, Sanderson JD, Irving PM.",Inflamm Bowel Dis. 2017 Sep;23(9):1555-1565. doi: 10.1097/MIB.0000000000001183.,Kariyawasam VC,Inflamm Bowel Dis,2017,2017/08/09,,,10.1097/MIB.0000000000001183,None,None,None,None,None
9825,28778676,Impact of community pharmacists' interventions on asthma self-management care,"Kovačević M, Ćulafić M, Jovanović M, Vučićević K, Kovačević SV, Miljković B.",Res Social Adm Pharm. 2018 Jun;14(6):603-611. doi: 10.1016/j.sapharm.2017.07.007. Epub 2017 Jul 25.,Kovačević M,Res Social Adm Pharm,2018,2017/08/06,,,10.1016/j.sapharm.2017.07.007,None,None,None,None,None
9826,28777756,Long-Term Effects of Safinamide on Mood Fluctuations in Parkinson's Disease,"Cattaneo C, Müller T, Bonizzoni E, Lazzeri G, Kottakis I, Keywood C.",J Parkinsons Dis. 2017;7(4):629-634. doi: 10.3233/JPD-171143.,Cattaneo C,J Parkinsons Dis,2017,2017/08/05,PMC5676861,,10.3233/JPD-171143,None,None,None,None,None
9827,28765504,Does early return to theatre add value to rates of revision at 3 years in assessing surgeon performance for elective hip and knee arthroplasty? National observational study,"Bottle A, Chase HE, Aylin PP, Loeffler M.",BMJ Qual Saf. 2018 May;27(5):373-379. doi: 10.1136/bmjqs-2017-006603. Epub 2017 Aug 1.,Bottle A,BMJ Qual Saf,2018,2017/08/03,,,10.1136/bmjqs-2017-006603,None,None,None,None,None
9828,28763434,"Comparison of 3% Hypertonic Saline and 20% Mannitol for Reducing Intracranial Pressure in Patients Undergoing Supratentorial Brain Tumor Surgery: A Randomized, Double-blind Clinical Trial","Ali A, Tetik A, Sabanci PA, Altun D, Sivrikoz N, Abdullah T, Aydoseli A, Sencer A, Akinci IO.",J Neurosurg Anesthesiol. 2018 Apr;30(2):171-178. doi: 10.1097/ANA.0000000000000446.,Ali A,J Neurosurg Anesthesiol,2018,2017/08/02,,,10.1097/ANA.0000000000000446,"In the present study, we hypothesized that 3% hypertonic saline (HS) is more effective than 20% mannitol to reduce intracranial pressure (ICP) and to modify brain bulk in patients undergoing an elective supratentorial craniotomy.",None,"After institutional review board approval, patients scheduled to undergo supratentorial craniotomy were enrolled into this prospective, randomized, double-blind study. The patients were monitored for routine hemodynamic parameters, depth of anesthesia, and ICP. They received 5 mL/kg 20% mannitol (n=20) or 3% HS (n=19) as infusion for 15 minutes. The patients' ICP values were monitored during hypertonic fluid infusion and throughout 30 minutes after infusion as a primary outcome. Secondary outcomes were hemodynamic variables, serum sodium value, blood gases, and surgeon brain relaxation assessment score (1=relaxed, 2=satisfactory, 3=firm, 4=bulging). In addition, the length of intensive care unit and hospital stay were recorded.","Demographic and tumor characteristics were similar between groups. The basal (before hypertonic infusion, ICPT0) and last (30 min after hypertonic infusion finished, ICPT45) ICP values were 13.7±3.0 and 9.5±1.9 mm Hg, respectively, for the M group, which were comparable with the corresponding levels of 14.2±2.8 and 8.7±1.1 mm Hg in the HS group (P>0.05). The median amount of ICP reduction between T0 and T45 timepoints were 4 (1 to 7) and 5 (1 to 9) mm Hg for group M and group HS, respectively (P=0.035). Baseline central venous pressure, pulse pressure variation, and serum sodium and lactate values were similar between groups, but the last measured pulse pressure variation and lactate value were lower, and sodium value was higher in group HS than in group M (P<0.05). Duration of hospital and intensive care unit stay were similar between groups.",Our results suggest that 3% HS provided more effective ICP reduction than 20% mannitol during supratentorial brain tumor surgery.
9829,28762848,Healthcare resource utilization and costs for patients with pulmonary arterial hypertension: real-world documentation of functional class,"Dufour R, Pruett J, Hu N, Lickert C, Stemkowski S, Tsang Y, Lane D, Drake W 3rd.",J Med Econ. 2017 Nov;20(11):1178-1186. doi: 10.1080/13696998.2017.1363049. Epub 2017 Aug 11.,Dufour R,J Med Econ,2017,2017/08/02,,,10.1080/13696998.2017.1363049,None,"Pulmonary arterial hypertension (PAH) is a rare medical disease in which patients experience increased pulmonary vascular resistance (PVR) and pulmonary arterial pressure that can result in remodeling of the pulmonary vasculature and heart, and eventually lead to right heart failure and death. As PAH progresses, patients become unable to perform even routine daily tasks without severe shortness of breath (dyspnea), fatigue, dizziness, and fainting (syncope). Treatment strategies largely depend on assessment of an individual patient's WHO Functional Class. The aim of the present study was to determine whether PAH functional decline, as described by the WHO Functional class (FC), is associated with increased healthcare costs for patients.",Patients with a prescription for a FDA-approved treatment for PAH and a medical claim indicating chronic pulmonary heart disease or right heart catheterization were identified from an administrative claims database. Provider-reported data from prior authorization forms required for advanced PAH therapies and medical charts were examined for reported FC. Healthcare resource utilization and costs were the primary outcomes of interest. Costs were accounted in 2014 US dollars ($) from a healthcare payer perspective.,"Patients with a reported FC-IV were observed to have the worst outcomes; averaging significantly more inpatient admissions, longer average lengths of stay, and more emergency department visits than the other FC sub-groups, resulting in higher medical costs.","Using administrative data to document disease severity, this study replicates and expands on findings obtained from the registry study; disease severity was associated with higher healthcare resource utilization and costs. Stakeholders' implications for patient management are discussed."
